turns,victory_status,winner,white_rating,black_rating,opening_name,opening_ply,increment_code
57,resign,white,2193,1864,Ruy Lopez: Cozio Defense,6,30+30
19,resign,white,2193,2002,Ruy Lopez: Exchange Variation ,10,30+11
62,mate,black,2037,2157,Queen's Gambit Refused: Baltic Defense ,8,10+3
51,mate,white,2105,2047,French Defense: Knight Variation,3,10+3
33,resign,white,2029,2040,Gruenfeld Defense: Stockholm Variation,7,10+0
47,resign,white,1939,2177,English Opening: King's English Variation ,7,5+5
31,resign,white,2115,1945,Sicilian Defense #2,6,5+5
38,resign,black,1953,1973,English Opening: King's English Variation ,7,5+5
27,mate,white,1500,1906,Ruy Lopez: Berlin Defense ,8,30+0
52,mate,black,1861,1500,Queen's Gambit Declined: Normal Defense,6,4+10
127,resign,white,1500,2119,Russian Game: Classical Attack,9,6+4
138,resign,black,2119,1500,Ruy Lopez: Berlin Defense ,10,6+4
28,resign,black,1281,1500,Van't Kruijs Opening,1,12+13
43,mate,white,1500,1281,Englund Gambit Complex: Soller Gambit Deferred,6,12+13
80,resign,black,1633,1625,Italian Game: Two Knights Defense ,11,5+8
21,resign,white,1667,1634,Ruy Lopez: Morphy Defense ,9,15+5
49,resign,white,1645,1645,Slav Defense #2,5,15+4
60,mate,black,1653,1742,Queen's Pawn Game: Mason Attack,3,10+3
45,resign,white,1666,1663,Scotch Game: Classical Variation,8,11+8
112,resign,black,1679,1652,Sicilian Defense: Bowdler Attack,3,8+8
171,resign,white,1641,1643,Queen's Pawn Game: Mason Attack,3,10+5
65,mate,white,1629,1699,Queen's Pawn Game: Mason Attack,3,15+0
114,outoftime,black,1588,1619,Italian Game: Evans Gambit ,11,15+3
75,resign,white,2222,2126,Ruy Lopez: Open Variations ,12,5+5
114,resign,black,2070,2126,Ruy Lopez: Exchange Variation ,8,25+0
68,mate,black,1287,2126,Anderssen Opening,1,7+5
3,resign,white,1081,2126,King's Knight Opening,3,20+0
46,outoftime,black,2126,1878,Four Knights Game: Scotch Variation Accepted,8,10+0
35,resign,white,2126,1225,King's Pawn Game: Busch-Gass Gambit,4,20+5
91,resign,white,1659,2126,Italian Game: Two Knights Defense ,16,20+5
30,resign,black,1911,2126,Scotch Game: Scotch Gambit ,9,10+0
106,outoftime,black,2009,2126,Ruy Lopez: Morphy Defense ,9,6+10
35,resign,white,2126,1845,Ruy Lopez: Berlin Defense ,8,15+3
93,resign,white,2126,1125,Ruy Lopez: Classical Variation ,7,20+0
40,resign,white,2126,2047,Ruy Lopez: Morphy Defense,9,15+15
48,resign,black,2047,2126,Italian Game: Classical Variation ,9,15+15
51,resign,white,2126,2202,Scandinavian Defense: Gubinsky-Melts Defense,6,10+0
32,resign,black,1673,2126,Scotch Game: Scotch Gambit ,10,15+8
29,resign,black,1768,2126,Queen's Gambit Declined,4,45+0
62,resign,black,2057,2126,Scotch Game: Classical Variation ,10,60+4
24,outoftime,black,2101,2048,Tarrasch Defense: Symmetrical Variation,10,15+0
80,resign,black,1975,1962,Italian Game: Two Knights Defense ,7,15+5
33,resign,white,1790,2034,French Defense: Marshall Variation,6,15+10
51,mate,white,1500,1319,Philidor Defense,5,10+30
71,mate,white,1642,1055,Pirc Defense #4,2,25+0
9,mate,white,1251,1086,Caro-Kann Defense,2,15+0
31,resign,black,1091,1645,Van't Kruijs Opening,1,60+3
43,resign,white,1306,1124,Zukertort Opening: Pirc Invitation,2,30+10
54,mate,black,1183,1248,Van't Kruijs Opening,1,10+0
69,resign,white,1236,1285,Pirc Defense #4,2,10+0
83,resign,white,1662,1315,Modern Defense,2,10+0
51,mate,white,1718,1345,Guatemala Defense,4,10+0
41,mate,white,1615,1500,English Defense #2,2,15+3
96,resign,black,1549,1425,Three Knights Opening,5,10+5
60,mate,black,1488,1478,Ruy Lopez: Steinitz Defense,6,10+0
90,resign,black,1491,1541,Saragossa Opening,1,10+0
98,resign,black,1746,1466,Ruy Lopez: Vinogradov Variation,6,10+0
67,mate,white,1460,1242,King's Knight Opening: Normal Variation,4,10+0
23,resign,white,1825,1463,Scotch Game,7,10+0
21,resign,white,1448,1461,King's Knight Opening: Normal Variation,4,10+0
61,resign,white,1433,1421,Saragossa Opening,1,10+0
92,outoftime,black,1442,1609,Saragossa Opening,1,10+0
16,resign,black,1453,1558,Saragossa Opening,1,10+0
67,resign,white,1550,1466,Russian Game: Urusov Gambit,5,10+0
79,resign,white,1452,1378,Saragossa Opening,1,10+0
67,resign,white,1647,1461,Queen's Gambit Accepted: Central Variation ,6,8+2
45,resign,white,1434,1665,King's Knight Opening: Normal Variation,4,8+2
61,outoftime,white,1412,1477,Saragossa Opening,1,10+0
94,resign,white,1393,1404,Philidor Defense #2,4,10+0
65,mate,white,1372,1409,King's Knight Opening: Normal Variation,4,10+0
83,mate,white,1298,1398,Ruy Lopez: Steinitz Defense,6,10+0
133,resign,white,1423,1418,Ruy Lopez: Steinitz Defense,6,10+0
67,resign,black,1311,1402,King's Knight Opening: Normal Variation,4,10+0
47,resign,white,1383,1323,Saragossa Opening,1,10+0
46,mate,black,1333,1361,Philidor Defense,5,10+0
64,mate,black,1522,1404,Italian Game: Two Knights Defense ,7,30+0
74,mate,black,1537,1453,Sicilian Defense: French Variation ,8,20+10
47,mate,white,1433,1553,Ruy Lopez: Morphy Defense ,10,20+10
123,resign,white,1544,1444,Russian Game: Urusov Gambit,5,20+10
39,mate,white,1657,1544,Vienna Game: Stanley Variation,5,15+10
114,resign,black,1853,1523,Vienna Game: Stanley Variation,5,15+10
53,mate,white,1491,1537,Ruy Lopez: Morphy Defense ,9,20+6
27,resign,white,1525,1501,Sicilian Defense: Bowdler Attack,3,20+6
27,resign,white,1504,1811,King's Pawn Game: Maroczy Defense,4,20+0
61,resign,white,1493,1439,Sicilian Defense: Bowdler Attack,3,13+10
123,mate,white,1685,1499,King's Pawn Game: Leonardis Variation,3,10+0
99,outoftime,white,1862,1502,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
17,mate,white,1496,1316,Italian Game: Two Knights Defense ,7,10+0
101,mate,white,1908,1498,Ruy Lopez: Berlin Defense #2,6,10+0
54,mate,black,1500,1989,Italian Game: Classical Variation ,10,10+0
45,resign,white,1482,1648,Italian Game: Anti-Fried Liver Defense,6,10+0
32,mate,black,1500,1473,French Defense: Two Knights Variation,5,10+0
113,mate,white,1566,1494,Ruy Lopez: Berlin Defense,7,15+8
44,mate,black,1497,1820,English Opening: King's English Variation,2,20+7
23,resign,white,1480,1637,Italian Game: Anti-Fried Liver Defense,6,25+0
47,mate,white,1675,1486,King's Knight Opening: Normal Variation,4,20+2
54,resign,white,1474,1460,Saragossa Opening,1,30+0
53,mate,white,1492,1487,Queen's Pawn Game: Mason Attack,3,1+30
43,resign,white,1540,1569,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
10,resign,black,1570,2090,Ruy Lopez: Schliemann Defense ,7,10+0
85,resign,black,1574,1853,Italian Game: Giuoco Pianissimo ,9,10+0
56,resign,black,1587,1573,Owen Defense,2,10+0
29,resign,white,1576,1587,French Defense: Advance Variation #3,5,10+0
48,outoftime,black,1299,1583,Queen's Pawn Game #2,3,10+0
56,mate,black,1507,1573,Queen's Gambit Accepted: Old Variation,5,10+0
88,mate,black,1574,2093,Sicilian Defense: Alapin Variation,3,10+0
84,mate,black,1576,2023,Four Knights Game,6,10+0
83,outoftime,white,1560,1661,Sicilian Defense: Smith-Morra Gambit #2,3,10+0
76,mate,black,1253,1556,Van't Kruijs Opening,1,10+0
75,resign,white,1538,1721,Center Game: Kieseritzky Variation #4,7,10+0
43,mate,white,1354,1557,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
66,mate,black,1183,1554,Saragossa Opening,1,10+0
48,resign,white,1548,1334,Owen Defense,2,10+0
22,resign,black,1304,1543,Nimzowitsch Defense: Scandinavian Variation ,5,10+0
36,resign,black,1558,1479,Four Knights Game,6,10+0
42,outoftime,black,1572,1544,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
96,mate,black,1555,1632,Four Knights Game: Ranken Variation,9,10+0
64,resign,black,1563,1697,Scandinavian Defense: Blackburne Gambit,6,10+0
65,mate,white,1563,1411,Semi-Slav Defense: Accelerated Move Order,6,20+0
69,outoftime,white,1421,1347,Queen's Gambit Refused: Marshall Defense,4,16+0
25,outoftime,white,1563,1352,Indian Game,2,60+0
51,resign,white,1336,1468,Four Knights Game: Italian Variation,8,20+0
99,resign,white,1525,1343,Italian Game: Two Knights Defense ,7,10+4
60,outoftime,black,1349,1497,Scotch Game,5,10+5
69,resign,white,1468,1358,Philidor Defense #2,4,15+0
44,outoftime,black,1360,1764,Scotch Game,7,15+5
99,resign,white,1344,1478,Sicilian Defense: Loewenthal Variation,8,10+5
132,resign,black,1474,1328,King's Pawn Game: Macleod Attack,3,10+2
69,resign,white,1615,1332,Queen's Gambit Refused: Marshall Defense,4,8+8
12,outoftime,black,1338,1541,Italian Game: Giuoco Pianissimo ,9,90+30
64,resign,black,1345,1483,Robatsch (Modern) Defense,4,10+0
48,resign,black,1351,1532,Philidor Defense #3,5,30+0
36,resign,black,1360,1432,Scotch Game: Modern Defense,10,10+5
28,mate,black,1445,1345,Petrov's Defense,4,10+5
30,resign,black,1353,1485,French Defense: Knight Variation,3,15+5
46,resign,black,1342,1546,Scotch Game,7,4+8
25,resign,white,1696,1344,English Opening: The Whale,3,7+7
92,resign,black,1348,1652,Russian Game: Cochrane Gambit,7,10+0
90,mate,black,1356,1461,Scandinavian Defense: Modern Variation #2,4,20+0
111,resign,white,1596,1360,Queen's Pawn Game: Symmetrical Variation,4,9+2
45,resign,white,1525,1367,Queen's Pawn Game: Symmetrical Variation,4,12+6
50,draw,draw,1362,1529,Sicilian Defense: Loewenthal Variation,8,12+6
56,draw,draw,1534,1357,Queen's Gambit Declined: Three Knights Variation,7,12+6
46,resign,white,1497,1364,Saragossa Opening,1,10+5
12,resign,black,1372,1461,Owen Defense,2,10+5
56,resign,black,1375,1679,French Defense: Knight Variation,3,10+3
47,outoftime,white,1454,1384,Petrov's Defense,4,15+0
30,resign,black,1392,1488,Scotch Game,5,25+5
53,mate,white,1479,1400,King's Pawn Game: Wayward Queen Attack,3,25+5
138,mate,black,1341,1391,Russian Game: Three Knights Game,5,10+5
30,resign,black,1399,1483,Italian Game: Anti-Fried Liver Defense,6,40+0
61,outoftime,white,1564,1399,Hungarian Opening,1,10+8
68,mate,black,1440,1387,Robatsch (Modern) Defense,4,15+0
81,resign,white,1381,1181,Barnes Defense,2,19+0
119,resign,white,1651,1385,Portuguese Opening,3,5+8
18,resign,black,1347,1376,Russian Game: Stafford Gambit,6,15+5
30,resign,black,1376,1444,French Defense: Knight Variation,3,10+2
89,outoftime,white,1383,1386,French Defense: Steinitz Attack,3,10+1
35,mate,white,1489,1394,Polish Opening,1,17+2
11,resign,white,1429,1404,French Defense: Knight Variation,3,10+0
22,resign,black,1431,1376,Caro-Kann Defense,2,10+5
43,mate,white,2005,2151,Sicilian Defense: Closed Variation ,4,15+5
59,resign,white,2285,2173,English Opening: King's English Variation,2,3+8
41,mate,white,1500,1370,Nimzowitsch-Larsen Attack,3,10+0
58,mate,black,1370,1500,Caro-Kann Defense: Classical Variation,8,10+0
16,resign,white,1514,1378,Queen's Pawn Game: Mason Attack,3,10+0
48,mate,black,1311,1368,Queen's Pawn Game: Mason Attack,3,10+0
88,outoftime,black,1369,2070,Queen's Pawn Game: Chigorin Variation,4,10+0
61,resign,white,1344,1961,Scotch Game,7,10+0
70,resign,black,1880,1320,Scandinavian Defense: Mieses-Kotroc Variation,4,10+0
12,resign,black,1807,1274,Grob Opening: Grob Gambit,3,10+0
45,mate,white,1253,1620,Philidor Defense: Exchange Variation #3,6,10+0
68,mate,black,1632,1232,Queen's Gambit Accepted: Accelerated Mannheim Variation,5,10+0
62,mate,black,1232,2017,Scotch Game: Steinitz Variation,8,10+0
41,resign,black,1359,1218,Italian Game,5,10+0
39,mate,white,1210,1112,Goldsmith Defense,2,10+0
35,mate,white,1210,1191,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4,10+0
106,mate,black,1221,1226,King's Pawn Game: Wayward Queen Attack,3,10+0
29,resign,black,1157,1211,King's Pawn Game: Leonardis Variation,3,10+0
19,resign,white,1201,1180,Scotch Game,5,10+0
18,resign,black,1207,1190,Italian Game: Two Knights Defense ,8,10+0
19,mate,white,1179,1197,Nimzowitsch Defense: Kennedy Variation ,7,10+0
138,resign,black,1315,1163,Four Knights Game: Scotch Variation,7,10+0
61,resign,black,1166,1061,Scandinavian Defense,2,10+0
25,mate,white,1197,1176,Ruy Lopez: Steinitz Defense,6,10+0
47,mate,white,1163,1214,Queen's Gambit Declined,4,10+0
32,mate,black,1152,1152,King's Pawn Game: Wayward Queen Attack,3,10+0
60,resign,black,1156,1442,Queen's Gambit Accepted,4,10+0
118,mate,black,1154,1332,Caro-Kann Defense,2,10+0
51,mate,white,1348,1160,French Defense: Advance Variation #3,5,10+0
27,resign,white,1322,1147,Sicilian Defense: Smith-Morra Gambit #2,3,10+0
14,resign,black,1153,1370,Bishop's Opening,3,10+0
123,outoftime,draw,1152,1162,Queen's Gambit Accepted,4,10+0
74,outoftime,black,1064,1144,Van't Kruijs Opening,1,10+0
8,resign,black,1144,1500,Bishop's Opening,3,30+0
125,outoftime,white,1192,1153,Vienna Game: Falkbeer Variation,4,10+0
122,mate,black,1106,1143,Ruy Lopez: Fianchetto Defense,6,10+0
120,mate,black,1157,1092,King's Pawn Game: Wayward Queen Attack,3,10+0
123,mate,white,1076,1171,Alekhine Defense: Mokele Mbembe,4,10+0
56,mate,black,1083,1165,Alekhine Defense: Mokele Mbembe,4,10+0
35,draw,draw,1189,1164,Alekhine Defense: Mokele Mbembe,4,10+0
55,mate,white,1151,1202,Horwitz Defense,2,10+0
59,resign,black,1236,1137,Mikenas Defense,2,10+0
85,mate,white,1301,1143,Owen Defense,2,10+0
78,mate,black,1148,1417,Slav Defense: Exchange Variation,5,10+0
67,resign,black,1155,1292,Modern Defense,2,10+0
74,outoftime,black,1660,1838,Queen's Gambit Declined,4,5+10
85,resign,white,1751,1838,Ruy Lopez: Berlin Defense #2,6,10+0
64,resign,white,1961,1838,Ruy Lopez: Steinitz Defense ,11,15+0
39,mate,white,1848,1838,Scotch Game: Scotch Gambit ,8,10+0
157,mate,white,1838,1699,Ruy Lopez: Exchange Variation ,9,15+10
56,resign,black,1977,1919,Queen's Pawn Game: Colle System ,6,10+0
51,resign,white,1868,1991,French Defense: Advance Variation ,9,10+0
21,mate,white,1835,1760,Italian Game: Two Knights Defense ,11,15+15
44,mate,black,1769,1791,French Defense: Exchange Variation ,9,15+15
42,resign,black,1473,1775,Van't Kruijs Opening,1,15+15
31,resign,white,1755,1477,Alekhine Defense: Mokele Mbembe ,6,15+15
20,mate,black,1481,1730,Van't Kruijs Opening,1,15+15
35,resign,white,1697,1486,French Defense: Normal Variation,3,15+15
50,mate,black,1492,1649,Van't Kruijs Opening,1,15+15
59,mate,white,1603,1384,Italian Game: Two Knights Defense ,7,15+15
25,mate,white,1500,1524,Scandinavian Defense,2,15+15
31,resign,white,1492,1173,Scotch Game,5,12+12
15,resign,white,1356,1186,Russian Game: Damiano Variation,6,10+8
74,resign,black,1208,1311,Three Knights Opening,5,10+0
45,mate,white,1513,1197,Indian Game: Anti-Nimzo-Indian,5,15+0
13,resign,white,1175,1142,King's Pawn Game: Wayward Queen Attack,3,15+0
52,mate,black,1175,1673,King's Pawn Game: Wayward Queen Attack,3,20+0
27,mate,white,1673,1175,Italian Game: Two Knights Defense ,7,20+0
9,mate,white,1175,1673,King's Pawn Game: Wayward Queen Attack,3,20+0
130,draw,draw,1462,1158,Four Knights Game,6,15+8
11,resign,white,1473,1166,Bishop's Opening,3,15+15
44,resign,black,1155,1170,Bishop's Opening,3,20+15
56,resign,white,1137,1190,Hippopotamus Defense #2,2,20+15
22,resign,black,1234,1096,Amar Opening,1,20+15
68,mate,black,1097,1902,Caro-Kann Defense,2,20+15
25,resign,white,1901,1097,Englund Gambit Complex: Felbecker Gambit,6,20+15
29,resign,white,1500,1097,Four Knights Game,6,180+8
25,resign,black,1097,1500,King's Pawn Game: Wayward Queen Attack ,4,180+8
62,mate,black,1101,1635,King's Pawn Game: Alapin Opening,3,30+0
13,mate,white,1633,1104,King's Knight Opening,3,30+0
16,resign,black,1107,1631,King's Pawn Game: Wayward Queen Attack,3,30+0
49,resign,white,1273,1129,Van't Kruijs Opening,1,30+0
94,resign,black,1155,1265,French Defense #2,2,30+0
22,resign,black,1158,1766,King's Pawn Game: Wayward Queen Attack,3,10+10
8,draw,draw,1517,1134,Englund Gambit Complex: Englund Gambit,6,30+5
16,draw,draw,1551,1703,Sicilian Defense,4,15+10
71,resign,white,1703,1551,Ruy Lopez,5,15+10
69,resign,black,1703,1677,Robatsch (Modern) Defense,4,15+10
27,resign,white,1677,1703,King's Indian Attack: Wahls Defense,10,15+10
47,mate,white,1703,1677,Nimzo-Larsen Attack: Spike Variation,5,15+10
44,resign,white,1703,1583,Nimzo-Larsen Attack: Modern Variation #2,3,15+10
46,resign,white,1682,1703,Sicilian Defense,2,15+10
111,mate,white,1579,1722,Trompowsky Attack: Classical Defense,4,15+10
33,resign,white,1722,1745,Ruy Lopez: Steinitz Defense,6,15+10
57,resign,white,1722,1767,Sicilian Defense: Dragon ,11,15+10
41,resign,white,1767,1722,Sicilian Defense: Modern Variations ,8,15+10
99,resign,black,1722,1735,Philidor Defense #2,4,15+10
89,resign,white,1722,1674,Sicilian Defense: Scheveningen Variation ,13,15+10
76,mate,black,1674,1722,Sicilian Defense #2,6,15+10
96,draw,draw,1727,1586,Queen's Gambit Accepted: Old Variation,5,15+10
43,resign,white,1727,1621,Semi-Slav Defense: Bogoljubov Variation,12,15+10
44,resign,white,1856,1727,Sicilian Defense #2,6,15+10
63,mate,white,1670,1744,Sicilian Defense,4,15+10
54,resign,black,1744,1924,Queen's Gambit Refused: Marshall Defense,4,15+10
54,resign,white,1897,1744,Sicilian Defense: Alapin Variation,3,15+10
21,resign,white,1732,1759,Sicilian Defense: Alapin Variation,3,15+10
43,resign,white,1747,1703,Slav Defense,4,15+10
75,draw,draw,1749,1702,Queen's Gambit Declined: Three Knights Variation,7,15+10
28,resign,black,1749,1806,Nimzo-Larsen Attack: Indian Variation,2,15+15
39,resign,white,1738,1623,Englund Gambit Complex: Hartlaub-Charlick Gambit,4,15+10
28,mate,black,1632,1727,Sicilian Defense: Bowdler Attack,3,15+10
57,resign,white,1857,1737,Queen's Pawn Game: Colle System,5,15+10
112,draw,draw,1776,1736,Queen's Pawn Game: Symmetrical Variation ,5,15+10
109,resign,white,1715,1788,Queen's Gambit Refused: Marshall Defense,4,15+10
153,mate,white,1798,1729,Nimzo-Indian Defense #2,5,15+10
11,resign,white,1714,1658,Queen's Gambit Refused: Marshall Defense,4,15+10
45,resign,white,2076,1714,Sicilian Defense: McDonnell Attack,3,15+2
32,resign,black,1714,1709,Queen's Gambit Refused: Marshall Defense,4,15+10
20,resign,black,1800,1714,Sicilian Defense: Closed Variation,3,15+10
28,resign,black,1714,1800,English Opening: King's English Variation ,4,15+10
52,mate,black,1800,1714,Sicilian Defense,4,15+10
61,resign,white,1651,1737,Sicilian Defense: Bowdler Attack,3,15+10
17,resign,white,1737,1647,Nimzo-Indian Defense: Classical Variation ,8,15+5
62,resign,black,1647,1737,Sicilian Defense: Alapin Variation,3,15+5
31,resign,white,1737,1647,Queen's Indian Defense: Kasparov Variation,7,15+5
32,resign,black,1737,1631,English Opening: King's English Variation ,6,15+10
29,resign,white,1868,1737,Sicilian Defense: Chekhover Variation,7,15+5
85,resign,white,1549,1419,Sicilian Defense: Modern Variations ,6,15+0
15,resign,white,1772,1554,Zukertort Opening: Black Mustang Defense,2,15+5
40,mate,black,1559,1767,Italian Game: Anti-Fried Liver Defense,6,10+10
59,resign,white,1664,1568,Sicilian Defense,4,5+8
36,resign,black,1578,1603,Sicilian Defense: Kan Variation ,9,15+5
25,mate,white,1835,1582,Sicilian Defense: Morphy Gambit ,7,8+0
72,resign,black,1593,1608,Sicilian Defense: Paulsen Variation,10,15+0
64,resign,black,1620,1581,Queen's Pawn Game: Krause Variation,4,15+0
85,resign,white,1567,1632,Caro-Kann Defense,2,15+0
48,resign,black,1646,1553,Sicilian Defense: Bowdler Attack,3,15+0
89,resign,white,1538,1660,Sicilian Defense: French Variation ,6,15+0
51,resign,white,1859,1541,Sicilian Defense,4,10+3
37,resign,white,1370,1558,Sicilian Defense: Bowdler Attack,3,5+8
56,mate,black,1565,1712,Scandinavian Defense: Mieses-Kotroc Variation,4,15+15
39,resign,black,1571,1725,Sicilian Defense: French Variation ,6,10+7
59,resign,white,1748,1571,Sicilian Defense: Dragon Variation,10,15+0
122,mate,black,1575,1844,Alekhine Defense: Scandinavian Variation,4,15+5
82,resign,white,1840,1580,Budapest Defense,6,15+5
44,resign,black,1698,1564,Sicilian Defense: Chekhover Variation,7,7+8
41,mate,white,1557,1443,French Defense: Rubinstein Variation ,8,5+5
18,mate,black,1452,1549,Zukertort Opening: Black Mustang Defense,2,5+5
113,resign,white,1666,1556,Scandinavian Defense: Modern Variation #2,4,10+5
